しかし,シカシ,other,1000000
目,メ,sbj,1010000
場合,バアイ,adv,1020000
って,ッテ,js,1030000
うち,ウチ,adv,1040000
家,イエ,noun,1050000
知る,シル,verb,1060000
知ら,シラ,verb,1060001
知ろ,シロ,verb,1060002
知り,シリ,verb,1060003
知っ,シッ,verb,1060004
知れ,シレ,verb,1060005
ながら,ナガラ,js,1070000
第,ダイ,other,1080000
置く,オク,verb,1100000
置か,オカ,verb,1100001
置こ,オコ,verb,1100002
置い,オイ,verb,1100003
置き,オキ,verb,1100004
置け,オケ,verb,1100005
聞く,キク,verb,1110000
聞か,キカ,verb,1110001
聞こ,キコ,verb,1110002
聞い,キイ,verb,1110003
聞き,キキ,verb,1110004
聞け,キケ,verb,1110005
な,ナ,js,1120000
てる,テル,jd,1130000
て,テ,jd,1130001
てれ,テレ,jd,1130002
てろ,テロ,jd,1130003
てよ,テヨ,jd,1130004
他,ホカ,adv,1140000
性,セイ,sbj,1150000
くれる,クレル,verb,1170000
くれ,クレ,verb,1170001
くれれ,クレレ,verb,1170002
くれろ,クレロ,verb,1170003
くれよ,クレヨ,verb,1170004
間,アイダ,noun,1180000
入る,ハイル,verb,1190000
入ら,イラ,verb,1190001
入ろ,イロ,verb,1190002
入り,イリ,verb,1190003
入っ,イッッ,verb,1190004
入れ,イレ,verb,1190005
わけ,ワケ,noun,1200000
そして,ソシテ,other,1210000
そこ,ソコ,noun,1220000
けれど,ケレド,js,1240000
気,キ,noun,1250000
ほど,ホド,js,1260000
同じ,オナジ,other,1270000
度,ド,adv,1280000
もう,モウ,adv,1290000
使う,ツカウ,verb,1300000
使わ,ツカワ,verb,1300001
使お,ツカオ,verb,1300002
使い,ツカイ,verb,1300003
使て,ツカテ,verb,1300004
使え,ツカエ,verb,1300005
ここ,ココ,noun,1310000
し,シ,js,1320000
問題,モンダイ,noun,1330000
必要,ヒツヨウ,adjv,1340000
多い,オオイ,adj,1350000
多かろう,オオカロウ,adj,1350001
多かった,オオカッタ,adj,1350002
多く,オオク,adj,1350003
多ければ,オオケレバ,adj,1350004
時間,ジカン,adv,1360000
対する,タイスル,verb,1370000
対される,タイサレル,verb,1370001
対します,タイシマス,verb,1370002
対すれば,タイスレバ,verb,1370003
こう,コウ,adv,1380000
出す,ダス,verb,1390000
出さ,ダサ,verb,1390001
出そ,ダソ,verb,1390002
出し,ダシ,verb,1390003
出せ,ダセ,verb,1390004
話,ハナシ,noun,1400000
手,テ,noun,1410000
つくる,ツクル,verb,1420000
つくら,ツクラ,verb,1420001
つくろ,ツクロ,verb,1420002
つくり,ツクリ,verb,1420003
つくっ,ツクッ,verb,1420004
つくれ,ツクレ,verb,1420005
関係,カンケイ,noun,1430000
子ども,コドモ,noun,1440000
人間,ニンゲン,noun,1460000
万,マン,adv,1470000
おく,オク,verb,1480000
次,ツギ,noun,1490000
知れる,シレル,verb,1510000
知れ,シレ,verb,1510001
知れれ,シレレ,verb,1510002
知れろ,シレロ,verb,1510003
知れよ,シレヨ,verb,1510004
つける,ツケル,verb,1520000
つけ,ツケ,verb,1520001
つけれ,ツケレ,verb,1520002
つけろ,ツケロ,verb,1520003
つけよ,ツケヨ,verb,1520004
よく,ヨク,adv,1530000
国,クニ,noun,1540000
化,カ,sbj,1550000
そんな,ソンナ,other,1560000
行う,オコナウ,verb,1570000
行わ,オコナワ,verb,1570001
行お,オコナオ,verb,1570002
行い,オコナイ,verb,1570003
行て,イッテ,verb,1570004
行え,オコナエ,verb,1570005
子,コ,noun,1580000
大,ダイ,other,1610000
まま,ママ,adv,1620000
力,チカラ,noun,1630000
社会,シャカイ,noun,1640000
くらい,クライ,js,1650000
かける,カケル,verb,1660000
かけ,カケ,verb,1660001
かけれ,カケレ,verb,1660002
かけろ,カケロ,verb,1660003
かけよ,カケヨ,verb,1660004
あなた,アナタ,noun,1670000
言葉,コトバ,noun,1680000
意味,イミ,noun,1690000
書く,カク,verb,1700000
書か,カカ,verb,1700001
書こ,カコ,verb,1700002
書い,カイ,verb,1700003
書き,カキ,verb,1700004
書け,カケ,verb,1700005
得る,エル,verb,1710000
得,エ,verb,1710001
得れ,エレ,verb,1710002
得ろ,エロ,verb,1710003
得よ,エヨ,verb,1710004
世界,セカイ,noun,1720000
とも,トモ,noun,1730000
下,シタ,noun,1740000
もらう,モラウ,verb,1750000
もらわ,モラワ,verb,1750001
もらお,モラオ,verb,1750002
もらい,モライ,verb,1750003
もらて,モラテ,verb,1750004
もらえ,モラエ,verb,1750005
時代,ジダイ,noun,1760000
分,フン,sbj,1770000
だれ,ダレ,noun,1780000
仕事,シゴト,noun,1790000
数,スウ,noun,1800000
いつ,イツ,noun,1810000
一人,ヒトリ,adv,1820000
男,オトコ,noun,1830000
見える,ミエル,verb,1840000
見え,ミエ,verb,1840001
見えれ,ミエレ,verb,1840002
見えろ,ミエロ,verb,1840003
見えよ,ミエヨ,verb,1840004
どこ,ドコ,noun,1850000
心,ココロ,noun,1860000
以上,イジョウ,adv,1870000
僕,ボク,noun,1890000
車,シャ,sbj,1900000
円,エン,sbj,1910000
まだ,マダ,adv,1920000
下さる,クダサル,verb,1930000
下さら,クダサラ,verb,1930001
下さろ,クダサロ,verb,1930002
下さり,クダサリ,verb,1930003
下さっ,クダサッ,verb,1930004
下され,クダサレ,verb,1930005
わたし,ワタシ,noun,1950000
本,ホン,other,1960000
歳,サイ,sbj,1970000
受ける,ウケル,verb,1980000
受け,ウケ,verb,1980001
受けれ,ウケレ,verb,1980002
受けろ,ウケロ,verb,1980003
受けよ,ウケヨ,verb,1980004
先,サキ,adv,1990000
みな,ミナ,adv,2000000
ころ,コロ,adv,2010000
しか,シカ,js,2020000
すべて,スベテ,adv,2040000
生活,セイカツ,noun,2050000
高い,タカイ,adj,2060000
高かろう,タカカロウ,adj,2060001
高かった,タカッタ,adj,2060002
高く,タカク,adj,2060003
高ければ,タカケレバ,adj,2060004
少し,スコシ,adv,2070000
さらに,サラニ,other,2080000
体,タイ,sbj,2090000
彼女,カノジョ,noun,2100000
顔,カオ,noun,2110000
会,カイ,noun,2120000
始める,ハジメル,verb,2130000
始め,ハジメ,verb,2130001
始めれ,ハジメレ,verb,2130002
始めろ,ハジメロ,verb,2130003
始めよ,ハジメヨ,verb,2130004
入れる,イレル,verb,2140000
入れ,イレ,verb,2140001
入れれ,イレレ,verb,2140002
入れろ,イレロ,verb,2140003
入れよ,イレヨ,verb,2140004
女性,ジョセイ,noun,2150000
不,フ,other,2160000
あまり,アマリ,adv,2170000
大きい,オオキイ,adj,2180000
大きかろう,オーキカロウ,adj,2180001
大きかった,オーキカッタ,adj,2180002
大きく,オオキク,adj,2180003
大きければ,オーキケレバ,adj,2180004
呼ぶ,ヨブ,verb,2190000
呼ば,ヨバ,verb,2190001
呼ぼ,ヨボ,verb,2190002
呼び,ヨビ,verb,2190003
呼ん,ヨン,verb,2190004
呼べ,ヨベ,verb,2190005
つく,ツク,verb,2200000
つか,ツカ,verb,2200001
つこ,ツコ,verb,2200002
つい,ツイ,verb,2200003
つき,ツキ,verb,2200004
つけ,ツケ,verb,2200005
可能,カノウ,adjv,2210000
すぎる,スギル,verb,2220000
すぎ,スギ,verb,2220001
すぎれ,スギレ,verb,2220002
すぎろ,スギロ,verb,2220003
すぎよ,スギヨ,verb,2220004
カネ,カネ,sbj,2230000
点,テン,noun,2240000
相手,アイテ,noun,2250000
形,カタチ,noun,2260000
女,オンナ,noun,2270000
違う,チガウ,verb,2280000
違わ,チガワ,verb,2280001
違お,イオ,verb,2280002
違い,チガイ,verb,2280003
違て,チガテ,verb,2280004
違え,チガエ,verb,2280005
二人,フタリ,adv,2290000
あげる,アゲル,verb,2300000
あげ,アゲ,verb,2300001
あげれ,アゲレ,verb,2300002
あげろ,アゲロ,verb,2300003
あげよ,アゲヨ,verb,2300004
本当,ホントウ,noun,2310000
声,コエ,noun,2320000
ばかり,バカリ,js,2330000
会社,カイシャ,noun,2340000
はず,ハズ,noun,2350000
続ける,ツヅケル,verb,2370000
続け,ツヅケ,verb,2370001
続けれ,ツヅケレ,verb,2370002
続けろ,ツヅケロ,verb,2370003
続けよ,ツヅケヨ,verb,2370004
大きな,オオキナ,other,2380000
ただ,タダ,adv,2390000
通り,トオリ,adv,2400000
母,ハハ,noun,2410000
感ずる,カンズル,verb,2420000
強い,ツヨイ,adj,2430000
強かろう,ツヨカロウ,adj,2430001
強かった,ツヨカッタ,adj,2430002
強く,ツヨク,adj,2430003
強ければ,ツヨケレバ,adj,2430004
アメリカ,アメリカ,noun,2440000
方法,ホウホウ,noun,2450000
別,ベツ,adjv,2460000
すぐ,スグ,adv,2470000
代,ダイ,sbj,2480000
名,ナ,noun,2490000
らしい,ラシイ,adj,2500000
らしかろう,ラシカロウ,adj,2500001
らしかった,ラシカッタ,adj,2500002
らしく,ラシク,adj,2500003
らしければ,ラシケレバ,adj,2500004
法,ホウ,noun,2510000
こんな,コンナ,other,2520000
悪い,ワルイ,adj,2530000
悪かろう,ワルカロウ,adj,2530001
悪かった,ワルカッタ,adj,2530002
悪く,ワルク,adj,2530003
悪ければ,ワルケレバ,adj,2530004
まず,マズ,adv,2540000
どの,ドノ,other,2550000
変わる,カワル,verb,2560000
変わら,カワラ,verb,2560001
変わろ,カワロ,verb,2560002
変わり,カワリ,verb,2560003
変わっ,カワッ,verb,2560004
変われ,カワレ,verb,2560005
なぜ,ナゼ,adv,2570000
全く,マッタク,adv,2590000
生,ナマ,adjv,2600000
研究,ケンキュウ,noun,2610000
現在,ゲンザイ,adv,2620000
かかる,カカル,verb,2630000
かから,カカラ,verb,2630001
かかろ,カカロ,verb,2630002
かかり,カカリ,verb,2630003
かかっ,カカッ,verb,2630004
かかれ,カカレ,verb,2630005
部,ブ,sbj,2640000
少ない,スクナイ,adj,2650000
少なかろう,スクナカロウ,adj,2650001
少なかった,スクナカッタ,adj,2650002
少なく,スクナク,adj,2650003
少なければ,スクナケレバ,adj,2650004
学校,ガッコウ,noun,2660000
やはり,ヤハリ,adv,2670000
存在,ソンザイ,noun,2680000
いずれ,イズレ,noun,2690000
先生,センセイ,noun,2700000
頭,アタマ,noun,2720000
つまり,ツマリ,adv,2730000
例えば,タトエバ,adv,2740000
大学,ダイガク,noun,2750000
側,ガワ,noun,2760000
情報,ジョウホウ,noun,2770000
氏,シ,sbj,2780000
長い,ナガイ,adj,2790000
長かろう,ナガカロウ,adj,2790001
長かった,ナガカッタ,adj,2790002
長く,ナガク,adj,2790003
長ければ,ナガケレバ,adj,2790004
ほとんど,ホトンド,adv,2800000
町,チョウ,sbj,2810000
今日,キョウ,adv,2820000
市,シ,noun,2830000
回,カイ,sbj,2840000
読む,ヨム,verb,2850000
読ま,ヨマ,verb,2850001
読も,ヨモ,verb,2850002
読み,ヨミ,verb,2850003
読ん,ヨン,verb,2850004
読め,ヨメ,verb,2850005
ある,アル,other,2860000
トウキョウ,トウキョウ,noun,2870000
気持ち,キモチ,noun,2880000
父,チチ,noun,2890000
場,バ,noun,2900000
どんな,ドンナ,adjv,2910000
店,ミセ,noun,2920000
％,パーセント,sbj,2930000
電話,デンワ,noun,2940000
地,チ,noun,2950000
結果,ケッカ,adv,2960000
道,ミチ,noun,2970000
立つ,タツ,verb,2980000
立た,タタ,verb,2980001
立と,タト,verb,2980002
立ち,タチ,verb,2980003
立っ,タッ,verb,2980004
立て,タテ,verb,2980005
もちろん,モチロン,adv,2990000
もし,モシ,adv,3000000
書,ショ,sbj,3010000
中国,チュウゴク,noun,3020000
特に,トクニ,adv,3030000
食べる,タベル,verb,3040000
食べ,タベ,verb,3040001
食べれ,タベレ,verb,3040002
食べろ,タベロ,verb,3040003
食べよ,タベヨ,verb,3040004
切る,キル,verb,3050000
切ら,キラ,verb,3050001
切ろ,キロ,verb,3050002
切り,キリ,verb,3050003
切っ,キッ,verb,3050004
切れ,キレ,verb,3050005
実,ジツ,noun,3060000
話す,ハナス,verb,3070000
話さ,ハナサ,verb,3070001
話そ,ハナソ,verb,3070002
話し,ハナシ,verb,3070003
話せ,ハナセ,verb,3070004
口,クチ,noun,3080000
県,ケン,noun,3090000
新しい,アタラシイ,adj,3100000
新しかろう,アタラシカロウ,adj,3100001
新しかった,アタラシカッタ,adj,3100002
新しく,アタラシク,adj,3100003
新しければ,アタラシケレバ,adj,3100004
最初,サイショ,adv,3110000
生きる,イキル,verb,3120000
生き,イキ,verb,3120001
生きれ,イキレ,verb,3120002
生きろ,イキロ,verb,3120003
生きよ,イキヨ,verb,3120004
あるいは,アルイハ,other,3130000
水,ミズ,noun,3140000
すでに,スデニ,adv,3150000
部分,ブブン,noun,3170000
ちょっと,チョット,adv,3180000
風,カゼ,adjv,3190000
自然,シゼン,noun,3200000
状態,ジョウタイ,noun,3210000
主義,シュギ,noun,3220000
与える,アタエル,verb,3240000
与え,アタエ,verb,3240001
与えれ,アタエレ,verb,3240002
与えろ,アタエロ,verb,3240003
与えよ,アタエヨ,verb,3240004
人々,ヒトビト,noun,3250000
一緒,イッショ,noun,3260000
多く,オオク,adv,3270000
実際,ジッサイ,adv,3280000
場所,バショ,noun,3290000
帰る,カエル,verb,3300000
帰ら,カエラ,verb,3300001
帰ろ,カエロ,verb,3300002
帰り,カエリ,verb,3300003
帰っ,カエッ,verb,3300004
帰れ,カエレ,verb,3300005
説明,セツメイ,noun,3310000
理由,リユウ,noun,3320000
違い,チガイ,noun,3330000
買う,カウ,verb,3340000
買わ,カワ,verb,3340001
買お,カオ,verb,3340002
買い,カイ,verb,3340003
買て,カテ,verb,3340004
買え,カエ,verb,3340005
確か,タシカ,adjv,3350000
初めて,ハジメテ,adv,3360000
開く,ヒラク,verb,3370000
開か,ヒラカ,verb,3370001
開こ,ヒラコ,verb,3370002
開い,ヒライ,verb,3370003
開き,ヒラキ,verb,3370004
開け,ヒラケ,verb,3370005
姿,スガタ,noun,3380000
教える,オシエル,verb,3390000
教え,オシエ,verb,3390001
教えれ,オシエレ,verb,3390002
教えろ,オシエロ,verb,3390003
教えよ,オシエヨ,verb,3390004
山,ヤマ,noun,3400000
一般,イッパン,noun,3410000
示す,シメス,verb,3420000
示さ,シメサ,verb,3420001
示そ,シメソ,verb,3420002
示し,シメシ,verb,3420003
示せ,シメセ,verb,3420004
小,ショウ,other,3430000
外,ソト,noun,3440000
学,ガク,noun,3450000
甘い,アマイ,adj,3460000
甘かろう,アマカロウ,adj,3460001
甘かった,アマカッタ,adj,3460002
甘く,アマク,adj,3460003
甘ければ,アマケレバ,adj,3460004
早い,ハヤイ,adj,3470000
早かろう,ハヤカロウ,adj,3470001
早かった,ハヤカッタ,adj,3470002
早く,ハヤク,adj,3470003
早ければ,ハヤケレバ,adj,3470004
一番,イチバン,adv,3480000
なんて,ナンテ,js,3490000
ページ,ページ,sbj,3500000
こそ,コソ,js,3510000
長,チョウ,sbj,3520000
従う,シタガウ,verb,3530000
従わ,シタガワ,verb,3530001
従お,ジュウオ,verb,3530002
従い,シタガイ,verb,3530003
従て,シタガテ,verb,3530004
従え,シタガエ,verb,3530005
元,モト,noun,3540000
続く,ツヅク,verb,3550000
続か,ツヅカ,verb,3550001
続こ,ツヅコ,verb,3550002
続い,ツヅイ,verb,3550003
続き,ツヅキ,verb,3550004
続け,ツヅケ,verb,3550005
身,ミ,noun,3560000
飲む,ノム,verb,3570000
飲ま,ノマ,verb,3570001
飲も,ノモ,verb,3570002
飲み,ノミ,verb,3570003
飲ん,ノン,verb,3570004
飲め,ノメ,verb,3570005
求める,モトメル,verb,3580000
求め,モトメ,verb,3580001
求めれ,モトメレ,verb,3580002
求めろ,モトメロ,verb,3580003
求めよ,モトメヨ,verb,3580004
関する,カンスル,verb,3590000
関される,カンサレル,verb,3590001
関します,カンシマス,verb,3590002
関すれば,カンスレバ,verb,3590003
若い,ワカイ,adj,3600000
若かろう,ワカカロウ,adj,3600001
若かった,ワカカッタ,adj,3600002
若く,ワカク,adj,3600003
若ければ,ワカケレバ,adj,3600004
自身,ジシン,adv,3610000
用,ヨウ,sbj,3620000
いただく,イタダク,verb,3630000
いただ,イタダ,verb,3630001
いただれ,イタダレ,verb,3630002
いただろ,イタダロ,verb,3630003
いただよ,イタダヨ,verb,3630004
当時,トウジ,adv,3640000
内容,ナイヨウ,noun,3650000
やめる,ヤメル,verb,3660000
やめ,ヤメ,verb,3660001
やめれ,ヤメレ,verb,3660002
やめろ,ヤメロ,verb,3660003
やめよ,ヤメヨ,verb,3660004
かなり,カナリ,adv,3670000
好き,スキ,adjv,3680000
深い,フカイ,adj,3690000
深かろう,フカカロウ,adj,3690001
深かった,ブカッタ,adj,3690002
深く,フカク,adj,3690003
深ければ,フカケレバ,adj,3690004
以外,イガイ,adv,3700000
終わる,オワル,verb,3710000
終わら,オワラ,verb,3710001
終わろ,オワロ,verb,3710002
終わり,オワリ,verb,3710003
終わっ,オワッ,verb,3710004
終われ,オワレ,verb,3710005
戻る,モドル,verb,3720000
戻ら,モドラ,verb,3720001
戻ろ,モドロ,verb,3720002
戻り,モドリ,verb,3720003
戻っ,モドッ,verb,3720004
戻れ,モドレ,verb,3720005
いろいろ,イロイロ,adv,3730000
地域,チイキ,noun,3740000
部屋,ヘヤ,noun,3750000
欲しい,ホシイ,adj,3760000
欲しかろう,ホッシカロウ,adj,3760001
欲しかった,ホッシカッタ,adj,3760002
欲しく,ホッシク,adj,3760003
欲しければ,ホッシケレバ,adj,3760004
あの,アノ,other,3770000
歩く,アルク,verb,3780000
歩か,アルカ,verb,3780001
歩こ,アルコ,verb,3780002
歩い,アルイ,verb,3780003
歩き,アルキ,verb,3780004
歩け,アルケ,verb,3780005
感,カン,noun,3790000
経済,ケイザイ,noun,3800000
最後,サイゴ,noun,3810000
活動,カツドウ,noun,3820000
死ぬ,シヌ,verb,3830000
死な,シナ,verb,3830001
死の,シノ,verb,3830002
死に,シニ,verb,3830003
死ん,シン,verb,3830004
死ね,シネ,verb,3830005
意識,イシキ,noun,3840000
程度,テイド,noun,3850000
自由,ジユウ,adjv,3860000
利用,リヨウ,noun,3870000
無,ム,other,3880000
理解,リカイ,noun,3890000
生まれる,ウマレル,verb,3900000
生まれ,ウマレ,verb,3900001
生まれれ,ウマレレ,verb,3900002
生まれろ,ウマレロ,verb,3900003
生まれよ,ウマレヨ,verb,3900004
状況,ジョウキョウ,noun,3910000
おれ,オレ,noun,3920000
普通,フツウ,adjv,3930000
最も,モットモ,adv,3940000
当たる,アタル,verb,3950000
当たら,アタラ,verb,3950001
当たろ,アタロ,verb,3950002
当たり,アタリ,verb,3950003
当たっ,アタッ,verb,3950004
当たれ,アタレ,verb,3950005
語,ゴ,noun,3960000
例,レイ,noun,3970000
待つ,マツ,verb,3980000
待た,マタ,verb,3980001
待と,マト,verb,3980002
待ち,マチ,verb,3980003
待っ,マッ,verb,3980004
待て,マテ,verb,3980005
重要,ジュウヨウ,adjv,3990000
中心,チュウシン,noun,4000000
音,オト,noun,4010000
やすい,ヤスイ,adj,4020000
やすかろう,ヤスカロウ,adj,4020001
やすかった,ヤスカッタ,adj,4020002
やすく,ヤスク,adj,4020003
やすければ,ヤスケレバ,adj,4020004
それぞれ,ソレゾレ,adv,4030000
残る,ノコル,verb,4040000
残ら,ノコラ,verb,4040001
残ろ,ノコロ,verb,4040002
残り,ノコリ,verb,4040003
残っ,ノコッ,verb,4040004
残れ,ノコレ,verb,4040005
もっと,モット,adv,4050000
家族,カゾク,noun,4060000
しかも,シカモ,other,4070000
社,シャ,sbj,4080000
ちゃん,チャン,sbj,4090000
夜,ヨル,adv,4100000
一方,イッポウ,adv,4110000
とても,トテモ,adv,4130000
必ず,カナラズ,adv,4140000
使用,シヨウ,noun,4150000
文化,ブンカ,noun,4160000
向かう,ムカウ,verb,4170000
向かわ,ムカワ,verb,4170001
向かお,ムカオ,verb,4170002
向かい,ムカイ,verb,4170003
向かて,ムカテ,verb,4170004
向かえ,ムカエ,verb,4170005
機,キ,sbj,4180000
十分,ジュウブン,adjv,4190000
見せる,ミセル,verb,4200000
見せ,ミセ,verb,4200001
見せれ,ミセレ,verb,4200002
見せろ,ミセロ,verb,4200003
見せよ,ミセヨ,verb,4200004
カ月,カゲツ,sbj,4210000
歴史,レキシ,noun,4220000
会う,アウ,verb,4230000
会わ,アワ,verb,4230001
会お,アオ,verb,4230002
会い,アイ,verb,4230003
会て,アテ,verb,4230004
会え,アエ,verb,4230005
目的,モクテキ,noun,4240000
みたい,ミタイ,jd,4250000
評価,ヒョウカ,noun,4260000
及び,オヨビ,other,4270000
個人,コジン,noun,4280000
最近,サイキン,adv,4290000
行動,コウドウ,noun,4300000
事件,ジケン,noun,4310000
色,イロ,noun,4320000
昔,ムカシ,adv,4330000
始まる,ハジマル,verb,4340000
始まら,ハジマラ,verb,4340001
始まろ,ハジマロ,verb,4340002
始まり,ハジマリ,verb,4340003
始まっ,ハジマッ,verb,4340004
始まれ,ハジマレ,verb,4340005
結婚,ケッコン,noun,4350000
のみ,ノミ,js,4360000
基本,キホン,noun,4370000
型,カタ,noun,4380000
乗る,ノル,verb,4390000
乗ら,ノラ,verb,4390001
乗ろ,ノロ,verb,4390002
乗り,ノリ,verb,4390003
乗っ,ジョウッ,verb,4390004
乗れ,ノレ,verb,4390005
認める,ミトメル,verb,4400000
認め,ミトメ,verb,4400001
認めれ,ミトメレ,verb,4400002
認めろ,ミトメロ,verb,4400003
認めよ,ミトメヨ,verb,4400004
わ,ワ,js,4410000
立てる,タテル,verb,4420000
立て,タテ,verb,4420001
立てれ,タテレ,verb,4420002
立てろ,タテロ,verb,4420003
立てよ,タテヨ,verb,4420004
名前,ナマエ,noun,4430000
君,クン,sbj,4450000
働く,ハタラク,verb,4460000
働か,ハタラカ,verb,4460001
働こ,ハタラコ,verb,4460002
働い,ハタライ,verb,4460003
働き,ハタラキ,verb,4460004
働け,ハタラケ,verb,4460005
運動,ウンドウ,noun,4470000
